0,09375;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75
0,09375;0,75;0,75;0,75;1,002043;1,001515;1,001866;0,75;0,75;1,001515;0,75;1,002174;0,75;1,001866;1,001866;0,75;1,001515;1,001866;0,75;1,001866;1,001866;1,002033;0,75;1,002033;1,002174;1,001316;0,75;1,001515;0,75;0,75
0,1252717;1,002174;1,002043;1,002033;1,001866;1,001515;1,002033;1,002353;1,001852;1,002174;1,002353;1,001992;1,001866;1,001316;1,001866;0,75;1,001316;0,75;1,001515;1,001515;1,001866;1,002123;1,001866;1,001866;1,001955;1,001316;1,002062;1,001866;1,001769;1,001515
0,6669157;1,002353;1,002353;1,002174;1,002062;0,75;1,002353;1,001915;1,001769;1,002043;1,001316;1,001729;1,001992;1,002353;1,001515;1,001515;1,001992;1,001316;1,002353;1,002353;1,002353;1,001955;1,001786;1,001316;1,002221;1,001866;1,001866;1,002353;0,75;1,001818
0,6669157;1,001992;1,001992;1,002353;1,002232;1,001915;1,001915;1,002221;1,002283;1,001866;1,002353;0,75;1,001866;1,001992;1,002221;1,001724;1,002499;1,001866;1,001786;1,002174;1,002033;1,001915;1,002283;1,00148;1,002637;1,002062;1,002221;1,002353;1,002353;1,001866
0,8752789;1,001992;1,001992;1,001992;1,001915;1,002519;1,001992;1,002232;1,001992;1,002123;1,002511;1,002062;1,002221;1,002353;1,002002;1,002221;1,002002;1,002519;0,75;0,75;1,001883;1,002033;1,001729;1,002499;1,002353;1,002232;1,001316;1,002499;1,002519;1,002221
0,8752789;1,002232;1,001729;1,001992;1,001992;1,002033;1,002755;1,002353;1,00188;1,002353;1,002512;1,002511;1,001992;1,002499;1,002726;1,002221;1,001883;1,002221;1,002431;1,001729;1,002909;1,002909;1,002403;1,002;1,002232;1,002952;1,002755;1,001992;1,002896;1,002909
0,8752789;1,002232;1,002232;1,002;1,00265;1,002253;1,002726;1,002041;1,00198;1,002511;1,002221;1,00188;1,002043;1,002511;1,002041;1,00188;1,002221;1,002114;1,002909;1,002353;1,002486;1,002;1,001992;1,001983;1,001883;1,002;1,001729;1,002101;1,002403;1,001992
0,8753312;1,002486;1,002232;1,002232;1,002232;1,002;1,00188;1,001729;1,002043;1,002043;1,002353;1,00188;1,00188;1,002353;1,002133;1,00188;1,002221;1,002033;1,00188;1,002232;1,002486;1,001624;1,002511;1,002043;1,002221;1,002033;1,002;1,002403;1,002;1,002364
0,8753312;1,002486;1,002232;1,002232;1,002043;1,002486;1,002232;1,002294;1,002221;1,00188;1,00188;1,002101;1,002486;1,00179;1,00188;1,00188;1,002353;1,002043;1,002431;1,002232;1,002101;1,002123;1,00188;1,001695;1,002155;1,001624;1,00223;1,002573;1,002755;1,002232
