0,09375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,09375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,1252717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,125272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
0,5627553;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
0,8752553;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
0,8752553;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;1;0;0,5;1;0;0,3333333;1
0,8752553;1;1;1;1;0;0;1;0;1;0;0;0;0;1;1;0;0;1;0;1;1;1;0;0;1;1;0;0,6666667;0
0,8752955;1;1;1;0;0,6666667;1;1;1;0,5;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
0,8752955;1;1;1;0,5;0;0;1;0;0,5;0;0;1;1;0;0;1;0;0;0,5;0;0;0;0,5;1;1;1;1;0;0,6666667
0,8752955;1;1;1;0,5;1;0,3333333;1;1;1;1;1;1;1;0,6666667;1;0,3333333;0;0;1;0,3333333;1;0,5;0;1;0;0;0,6666667;1;0
0,9030733;1;1;1;0;0,6666667;1;0,6666667;1;1;0,6666667;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0
0,9030733;1;1;1;0;1;0;1;0;1;0;1;0;0;1;1;1;0,6666667;1;1;1;0,3333333;1;1;0;0;0;0;1;0,6666667
0,9030733;1;1;1;0,3333333;0;0;1;0;1;1;1;0;1;1;0;0;0;1;0;0;0;0;1;0,25;1;0;0;1;1
0,9914334;0,3333333;1;1;0;1;1;1;0,5;0;0;1;1;0;0,6666667;0,2;0;0;0,6666667;0;0;1;0,5;0;1;1;0;0;1;1
0,9914334;0,3333333;1;1;1;1;0,6666667;0;1;1;0;1;0;0,5;0;0;0,2;1;1;0;0;0,6666667;0;0,6666667;0;0;0;0;0,6666667;0,3333333
0,9914334;1;0,6666667;0,3333333;0,3333333;0,3333333;0,6666667;0,6666667;0,5;0,6666667;1;1;0;1;0,5;0;0,6666667;1;1;0;0;1;0,3333333;0;1;1;0,4;1;1;0,4
0,9914334;1;1;1;0,6666667;1;0;0,3333333;0,75;0,6666667;0;0,6666667;1;1;0,3333333;0;0;0,4;0,6666667;0;0,3333333;0;1;0;0,3333333;0;1;0,6666667;0;1
0,9914334;1;1;1;0,6666667;0,3333333;0,6666667;0,3333333;0;1;0;0;1;0;1;1;1;1;0,4;0;1;0,6666667;0,6666667;0,6666667;0;0,6666667;0,3333333;0,3333333;0;1
0,9914334;1;1;1;0,6666667;1;0,6666667;1;0,6666667;1;0;0,6666667;0,6666667;0;0,3333333;0;0;0;0;0;1;0;0;0;0;0,6666667;0,6666667;0,2;0,4;1
