0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375;0,09375
0,09375;0,09375;0,09375;0,09375;0,1252332;0,1252332;0,1252332;0,1252653;0,1252332;0,1252332;0,1252332;0,09375;0,1252332;0,09375;0,1252332;0,1251645;0,09375;0,1252717;0,1252332;0,1251894;0,09375;0,1252332;0,09375;0,1252717;0,1252717;0,1251894;0,09375;0,09375;0,1252332;0,09375
0,1252717;0,1252717;0,1252717;0,1252653;0,1252332;0,1252717;0,1252332;0,1252332;0,1252717;0,1252332;0,1252332;0,1252332;0,1252332;0,1252332;0,1252653;0,1252332;0,1252717;0,1252332;0,1252332;0,1251963;0,1251979;0,1252653;0,1252332;0,1252332;0,09375;0,1251894;0,1252332;0,1251786;0,1251645;0,1252332
0,1252717;0,1252717;0,1252717;0,1252717;0,09375;0,1252332;0,1251894;0,1252315;0,1252717;0,125272;0,1252332;0,1252154;0,1252332;0,1252541;0,1252332;0,1252161;0,1252332;0,1251786;0,1252154;0,1252717;0,1252332;0,1251645;0,1251963;0,125259;0,1252717;0,1252332;0,1251786;0,1252161;0,1251645;0,1252332
0,125272;0,1252717;0,1252717;0,1252717;0,1251645;0,1252154;0,1252332;0,1252332;0,1252315;0,1252332;0,1252653;0,1252154;0,1252541;0,125244;0,1251963;0,1252332;0,1251963;0,1252332;0,1252541;0,125272;0,1252211;0,1252717;0,1252332;0,09375;0,125272;0,125259;0,1252208;0,09375;0,1252955;0,1253547
0,1253547;0,1252955;0,125272;0,125272;0,833611;0,125272;0,1252332;0,1252717;0,1252717;0,1252208;0,1252315;0,125259;0,1252332;0,1252154;0,09375;0,1252332;0,125259;0,1610098;0,1252332;0,1252332;0,1252541;0,1252332;0,125272;0,1251963;0,1252332;0,1252211;0,09375;0,09375;0,1252332;0,1252717
0,833611;0,1610098;0,1253547;0,1252955;0,1253547;0,125259;0,1252776;0,125272;0,1252154;0,1252717;0,1252332;0,1252332;0,125272;0,1252332;0,1251645;0,833611;0,4169455;0,1252776;0,833611;0,562744;0,1252332;1,000294;0,125207;0,1252154;0,1252941;0,1252332;0,2346155;0,234647;0,1252789;0,1252332
1,000294;0,833611;0,833611;0,833611;0,1252789;0,833611;0,1475163;0,1251885;0,4169455;0,833611;0,2345557;0,1252955;0,1252332;0,521111;0,833611;0,2346981;0,6877941;0,2038958;0,2502941;0,1253429;0,1610098;0,833611;0,1530605;0,125272;0,833611;0,7919774;0,4794454;0,1252776;1,000294;0,833611
1,000294;1,000294;0,833611;0,833611;1,000294;0,1252208;0,6877941;0,7753336;0,2346593;0,833611;0,8336456;0,1620754;0,833611;0,833611;0,125259;0,1252776;0,1253446;0,4586497;0,6877941;0,5315623;0,500362;0,8337252;0,833611;0,2022674;0,833611;0,833611;0,4794454;0,6877941;0,7815943;0,1919608
1,000294;1,000294;1,000294;0,8337252;0,9384497;0,5836187;0,4065664;0,8128117;0,9045073;0,125259;0,1253654;0,1530631;0,2022973;1,000294;0,8336456;1,000294;0,500362;0,833611;0,2239576;0,5836275;0,1252502;0,833611;0,7919774;0,9002394;0,1253594;0,125235;0,7815943;0,4941137;0,9794443;0,4794454
