0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0,025;0,2;0;0;0;
0,005;0,04;0;0;0;
0,025;0,2;0;0;0;
0,045;0,36;0;0;0;
0,025;0,2;0;0;0;
0,05;0,4;0;0;0;
0,025;0,2;0;0;0;
0;0;0;0;0;
0,025;0,2;0;0;0;
0,025;0,2;0;0;0;
0,025;0,2;0;0;0;
0;0;0;0;0;
0,025;0,2;0;0;0;
0,026;0,208;0;0;0;
0,025;0,2;0;0;0;
0,025;0,2;0;0;0;
0,03;0,24;0;0;0;
0,029;0,232;0;0;0;
0,05;0,4;0;0;0;
0;0;0;0;0;
0,025;0,2;0;0;0;
0,025;0,2;0;0;0;
0;0;0;0;0;
0,05;0,4;0;0;0;
0,025;0,2;0;0;0;
0,025;0,2;0;0;0;
0;0;0;0;0;
0,05;0,4;0;0;0;
0,1;0,8;0;0;0;
0,085;0,68;0;0;0;
0,087;0,696;0;0;0;
0;0;0;0;0;
0,085;0,68;0;0;0;
0;0;0;0;0;
0,05;0,4;0;0;0;
0,085;0,68;0;0;0;
0,075;0,6;0;0;0;
0,085;0,68;0;0;0;
0,075;0,6;0;0;0;
0,05;0,4;0;0;0;
0,075;0,6;0;0;0;
0,063;0,504;0;0;0;
0,002;0,016;0;0;0;
0,075;0,6;0;0;0;
0,052;0,416;0;0;0;
0,002;0,016;0;0;0;
0,065;0,52;0;0;0;
0,025;0,2;0;0;0;
0,025;0,2;0;0;0;
0,035;0,28;0;0;0;
0,05;0,4;0;0;0;
0,075;0,6;0;0;0;
0,05;0,4;0;0;0;
0,028;0,224;0;0;0;
0,05;0,4;0;0;0;
0,035;0,28;0;0;0;
0,1;0,8;0;0;0;
0,087;0,696;0;0;0;
0,085;0,68;0;0;0;
0,085;0,68;0;0;0;
0,025;0,2;0;0;0;
0,075;0,6;0;0;0;
0,065;0,52;0;0;0;
0,063;0,504;0;0;0;
0,1;0,8;0;0;0;
0,081;0,648;0;0;0;
0,065;0,52;0;0;0;
0,052;0,416;0;0;0;
0,052;0,416;0;0;0;
0,05;0,4;0;0;0;
0,1;0,8;0;0;0;
0,085;0,68;0;0;0;
0,075;0,6;0;0;0;
0,028;0,224;0;0;0;
0,025;0,2;0;0;0;
0,1;0,8;0;0;0;
0,086;0,688;0;0;0;
0,05;0,4;0;0;0;
0,05;0,4;0;0;0;
0,07;0,56;0;0;0;
0,05;0,4;0;0;0;
0,05;0,4;0;0;0;
0,025;0,2;0;0;0;
0,033;0,264;0;0;0;
0,2041111;0,744;0;0,8888889;0;
0,025;0,2;0;0;0;
0,1881111;0,616;0;0,8888889;0;
0,06;0,48;0;0;0;
0,06;0,48;0;0;0;
0,06;0,48;0;0;0;
0,062;0,496;0;0;0;
0,061;0,488;0;0;0;
0,04;0,32;0;0;0;
0,057;0,456;0;0;0;
0,06;0,48;0;0;0;
0,061;0,488;0;0;0;
0,05;0,4;0;0;0;
0,065;0,52;0;0;0;
0,073;0,584;0;0;0;
0,053;0,424;0;0;0;
0,03;0,24;0;0;0;
0,07;0,56;0;0;0;
0,054;0,432;0;0;0;
0,052;0,416;0;0;0;
0,048;0,384;0;0;0;
0,053;0,424;0;0;0;
0,072;0,576;0;0;0;
0,1881111;0,616;0;0,8888889;0;
0,054;0,432;0;0;0;
0,062;0,496;0;0;0;
0,05;0,4;0;0;0;
0,049;0,392;0;0;0;
0,055;0,44;0;0;0;
0;0;0;0;0;
0,071;0,568;0;0;0;
0,063;0,504;0;0;0;
0,1881111;0,616;0;0,8888889;0;
0,1881111;0,616;0;0,8888889;0;
0,073;0,584;0;0;0;
0,072;0,576;0;0;0;
0,813;0,504;1;0;1;
0,041;0,328;0;0;0;
0,063;0,504;0;0;0;
0,073;0,584;0;0;0;
0,052;0,416;0;0;0;
0,034;0,272;0;0;0;
0,1955833;0,648;0;0,9166667;0;
0,06;0,48;0;0;0;
0,05;0,4;0;0;0;
0,067;0,536;0;0;0;
0,054;0,432;0;0;0;
0,071;0,568;0;0;0;
0,071;0,568;0;0;0;
0,054;0,432;0;0;0;
0,054;0,432;0;0;0;
0,061;0,488;0;0;0;
0,044;0,352;0;0;0;
0,065;0,52;0;0;0;
0,07;0,56;0;0;0;
0,027;0,216;0;0;0;
0,1122308;0,744;0;0,1538462;0;
0,1881111;0,616;0;0,8888889;0;
0,071;0,568;0;0;0;
0,062;0,496;0;0;0;
0,06;0,48;0;0;0;
0,06;0,48;0;0;0;
0,762;0,096;1;0;1;
0,1795833;0,52;0;0,9166667;0;
0,1701111;0,472;0;0,8888889;0;
0,1701111;0,472;0;0,8888889;0;
0,084;0,672;0;0;0;
0,07664286;0,256;0;0,3571429;0;
0,1671111;0,448;0;0,8888889;0;
0,088;0,704;0;0;0;
0,037;0,296;0;0;0;
0,224;0,792;0;1;0;
0,108;0,864;0;0;0;
0,762;0,096;1;0;1;
0,762;0,096;1;0;1;
0,086;0,688;0;0;0;
0,039;0,312;0;0;0;
0,089;0,712;0;0;0;
0,063;0,504;0;0;0;
