0,09375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,09375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,1252717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,1252717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,2502332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3333333;0;0;0;0;0;0;0;0;0;0;0;0
0,4586275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3333333;0;0;0;0;0;0
0,4586275;0,3333333;0;0;0;0;0;0;0,3333333;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,8752394;0,3333333;0,3333333;0,3333333;0;0;0;0;0;1;0;0,5;0;0;0,3333333;0;0;0;0;0;0;0;0,3333333;0;0;0;0;0;0,3333333;0
0,8752394;1;0,5;0,3333333;0,5;0;0,25;0,25;0;0;0,5;0;0,5;0;0,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
0,8752394;1;1;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0;0;1;0,5;0;0,5;1;0;0;0;0,3333333;0;0,25;0;1
0,8752394;1;1;1;1;0;0;0;0;1;0;0,5;0;1;0;0,5;0;0;0,5;0;0;0,3333333;0;0;0;0;0,4;0;0,3333333;0,25
0,8752394;1;1;1;0;0;1;0;0;1;0;1;1;0;1;0,4;0;1;0;0;0;0,3333333;1;0,4;1;1;0,6666667;0;1;1
0,8752776;1;1;1;0,5;0;1;1;0;0,4;0;1;0,5;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0,5;0
0,8752776;1;1;1;0;1;1;1;0,4;1;0,5;0;0;0;1;0;1;0,5;0;1;0;1;1;0,5;1;1;1;0;0;1
0,8752776;1;1;1;0;1;0;0;0,5;1;1;0,4;1;1;0,5;0,2;1;0;0,5;1;1;1;0;0;1;1;1;0;1;1
0,8753123;1;1;1;0,5;1;0;0;0;0;1;1;1;1;0,75;0;0;1;1;1;0;1;0;0;1;1;1;0,5;1;0
0,9795074;1;1;1;1;0,3333333;1;0,25;0;1;0;0,6666667;0;1;0,3333333;0;1;0;1;0;0;0;1;0;0,3333333;1;1;0;1;0
0,9795074;1;1;1;0;1;0,4;0,3333333;1;0,6666667;1;0,5;0;1;0,3333333;0;1;1;1;0,2;0;0,3333333;1;0,4;0,5;0;1;0,75;1;1
0,9795074;1;1;1;0,5;1;1;0;0,6666667;1;0,6666667;1;0;0;0,3333333;0,2857143;1;0;1;1;1;1;0,25;0;0,3333333;0;0,2;0,4;0,5;0,3333333
0,9795074;1;1;1;1;1;0;0;0,3333333;0,5;1;0;0,75;0;0,5;0,1428571;1;1;1;0,6666667;0,3333333;0;0,6666667;0,5;0;1;0,5;1;0,3333333;1
