Size_x; Size_y; Size_z; Population; Elitism; Generations; MutationRate; wEmptyCuboids; wWallsCuboids; wPathfinding
7;7;7;100;4;100;0,005;0,2;1;0,2
0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571;0,1428571
0,1428571;0,1428571;0,1428571;0,1428571;0,1942857;0,1428571;0,2;0,1428571;0,1285714;0,1428571;0,1285714;0,1285714;0,1285714;0,1285714;0,1285714;0,1428571;0,1285714;0,1428571;0,1428571;0,05828571;0,1285714;0,1428571;0,1285714;0,1142857;0,1428571;0,1285714;0,1428571;0,2;0,1142857;0,05771429;0,1285714;0,1628571;0,1285714;0,1285714;0,1428571;0,1914286;0,1428571;0,1285714;0,1285714;0,1428571;0,1142857;0,1428571;0,1285714;0,1285714;0,1285714;0,05771429;0,1285714;0,1285714;0,2;0,1285714;0,1285714;0,05828571;0,2;0,1428571;0,1285714;0,1428571;0,1285714;0,1142857;0,1142857;0,1428571;0,05828571;0,1285714;0,1285714;0,1285714;0,1285714;0,1285714;0,1285714;0,1428571;0,1285714;0,1285714;0,1428571;0,1428571;0,05828571;0,1428571;0,1914286;0,1285714;0,1428571;0,1428571;0,1285714;0,1285714;0,1285714;0,1428571;0,1285714;0,1285714;0,1285714;0,1285714;0,1428571;0,1285714;0,1285714;0,1285714;0,1285714;0,1285714;0,1142857;0,1285714;0,1285714;0,05828571;0,1285714;0,1428571;0,1285714;0,05828571
0,2;0,2;0,2;0,2;0,1285714;0,1285714;0,05771429;0,1285714;0,2;0,1628571;0,1885714;0,1285714;0,1428571;0,1285714;0,1828571;0,05828571;0,2;0,1914286;0,2;0,05828571;0,1371429;0,1285714;0,1285714;0,1657143;0,1285714;0,1142857;0,1428571;0,1285714;0,1142857;0,1285714;0,1182857;0,1285714;0,1285714;0,1285714;0,1285714;0,1285714;0,05771429;0,1285714;0,1942857;0,1285714;0,05771429;0,1257143;0,1142857;0,1285714;0,1285714;0,1828571;0,2;0,1285714;0,1142857;0,1142857;0,1285714;0,1142857;0,1142857;0,1428571;0,1285714;0,1182857;0,1285714;0,1285714;0,09142857;0,1742857;0,05771429;0,2;0,1428571;0,1142857;0,1142857;0,2;0,1885714;0,1428571;0,1285714;0,1742857;0,05771429;0,05771429;0,1142857;0,1885714;0,1914286;0,1285714;0,1428571;0,4771429;0,1142857;0,1428571;0,1885714;0,1428571;0,1142857;0,1514286;0,1285714;0,1428571;0,1285714;0,1285714;0,1914286;0,14;0,05771429;0,1428571;0,1285714;0,1285714;0,1142857;0,1285714;0,1285714;0,1914286;0,1142857;0,1285714
0,4771429;0,2;0,2;0,2;0,1285714;0,1142857;0,4838095;0,1068571;0,1828571;0,14;0,1205714;0,05771429;0,1742857;0,1285714;0,1914286;0,1291429;0,1285714;0,1657143;0,2;0,1342857;0,5485715;0,1885714;0,1885714;0,1211429;0,05714286;0,1885714;0,3191428;0,18;0,1177143;0,09257143;0,1885714;0,1514286;0,5388572;0,112;0,2;0,1514286;0,1885714;0,3649524;0,05771429;0,18;0,1885714;0,1628571;0,1142857;0,05771429;0,1142857;0,1428571;0,1428571;0,1977143;0,2078095;0,1142857;0,1142857;0,2;0,05771429;0,1142857;0,3842857;0,1142857;0,1285714;0,2;0,05771429;0,1285714;0,4645714;0,05771429;0,1885714;0,1742857;0,1514286;0,1285714;0,1142857;0,1285714;0,1885714;0,1285714;0,1285714;0,1657143;0,1142857;0,1285714;0,1885714;0,1142857;0,1285714;0,2;0,1142857;0,1428571;0,1657143;0,1285714;0,1285714;0,2;0,1428571;0,1771429;0,1428571;0,1771429;0,1914286;0,1142857;0,05771429;0,1428571;0,1285714;0,1171429;0,1514286;0,4771429;0,2;0,4771429;0,2;0,1285714
0,5485715;0,5388572;0,4838095;0,4771429;0,4561905;0,4742857;0,1428571;0,4771429;0,1514286;0,3219048;0,2571429;0,128;0,1885714;0,2;0,2076825;0,1428571;0,07028572;0,4234286;0,2;0,4777143;0,1285714;0,31;0,1457143;0,1885714;0,05771429;0,2;0,1885714;0,252;0,6658413;0,1188571;0,08114286;0,4771429;0,1142857;0,05771429;0,1285714;0,1285714;0,1428571;0,1142857;0,1428571;0,08571429;0,1885714;0,2;0,08057143;0,4899592;0,1628571;0,156;0,4645714;0,4645714;0,4106666;0,1142857;0,1771429;0,2;0,1514286;0,2;0,1914286;0,1228571;0,5388572;0,1914286;0,1514286;0,1971429;0,6726984;0,1885714;0,08;0,2293333;0,1811429;0,1102857;0,1628571;0,5554286;0,1628571;0,1148571;0,1914286;0,1771429;0,1371429;0,1285714;0,1514286;0,18;0,4645714;0,5885714;0,1285714;0,1628571;0,1862857;0,1919365;0,1885714;0,1177143;0,4537143;0,536;0,1771429;0,112;0,6028572;0,1428571;0,05771429;0,1885714;0,1428571;0,1890794;0,1285714;0,4645714;0,1914286;0,1885714;0,07085714;0,1411429
0,6726984;0,6658413;0,6028572;0,5885714;0,2065397;0,1068571;0,4838095;0,05885714;0,6028572;0,4742857;0,1942857;0,4742857;0,5525714;0,4038095;0,6028572;0,1177143;0,08285714;0,1942857;0,484;0,4668572;0,5485715;0,6658413;0,4848163;0,4171429;0,1411429;0,5565714;0,1885714;0,1703492;0,4742857;0,06971429;0,37;0,5817143;0,1828571;0,4939592;0,5457143;0,1628571;0,374;0,1514286;0,1742857;0,543619;0,4215714;0,1285714;0,5474286;0,4769524;0,1782857;0,05771429;0,3219047;0,4674286;0,1771429;0,14;0,5485715;0,2076825;0,2;0,5424762;0,1862857;0,1102857;0,1862857;0,1285714;0,1211429;0,4848163;0,1828571;0,6550477;0,1182857;0,2571429;0,4645714;0,1142857;0,1057143;0,4412064;0,4759286;0,1262222;0,1285714;0,1885714;0,6658413;0,5084286;0,484;0,5554286;0,3628572;0,4822857;0,2;0,5502858;0,1771429;0,1177143;0,05771429;0,5457143;0,6726984;0,1628571;0,1285714;0,484;0,3077143;0,156;0,1914286;0,1657143;0,1794286;0,4561905;0,5044286;0,5291429;0,2811429;0,3150714;0,1285714;0,2491429
0,6726984;0,6726984;0,6658413;0,6658413;0,62;0,5748572;0,132;0,4817143;0,5262857;0,484;0,6658413;0,1074286;0,07428572;0,4737143;0,6102858;0,552;0,5731429;0,1142857;0,4759286;0,2805714;0,3337143;0,4742857;0,3077143;0,3552381;0,4746667;0,4697143;0,4742857;0,374;0,1703492;0,4769524;0,4022857;0,6550477;0,5525714;0,5377143;0,1285714;0,1285714;0,2019683;0,2681905;0,5554286;0,52;0,5497143;0,5565714;0,4759286;0,2361905;0,3030476;0,1194286;0,5457143;0,5571429;0,5424762;0,4769524;0,5885714;0,1828571;0,2133968;0,1668571;0,3394286;0,2805714;0,6550477;0,4822857;0,5474286;0,2076825;0,6153651;0,5084286;0,231619;0,4742857;0,4935714;0,4691429;0,5982857;0,4848163;0,4215714;0,4742857;0,5405715;0,5377143;0,4888163;0,3739048;0,3541587;0,4215714;0,5457143;0,1782857;0,3173333;0,5817143;0,6550477;0,484;0,1314286;0,1392381;0,18;0,1171429;0,1285714;0,6726984;0,2928571;0,1828571;0,1885714;0,3219047;0,4014286;0,6028572;0,5067143;0,1171429;0,408;0,5457143;0,3077143;0,6914286
0,6914286;0,6726984;0,6726984;0,6726984;0,561619;0,4142857;0,5542857;0,2714286;0,5457143;0,5428572;0,5995556;0,6102858;0,3654286;0,3900953;0,4748572;0,4023492;0,3173333;0,2902857;0,2928571;0,5570794;0,52;0,6550477;0,4301428;0,4742857;0,5700952;0,4935714;0,4626667;0,3230476;0,3950476;0,09257143;0,4742857;0,2714286;0,6550477;0,6438096;0,5262857;0,6726984;0,3739048;0,4888163;0,2481905;0,6171429;0,3940952;0,5731429;0,4742857;0,1074286;0,5084286;0,4765714;0,6788571;0,1382857;0,5446349;0,3337143;0,5859683;0,132;0,2361905;0,5377143;0,6629841;0,584;0,2424127;0,6153651;0,52;0,5457143;0,56;0,3912381;0,6550477;0,5937143;0,3077143;0,3251429;0,4112381;0,5405715;0,4284286;0,1485714;0,3988571;0,6153651;0,3251429;0,4815238;0,4765714;0,4759286;0,6550477;0,374;0,4754286;0,1171429;0,4009524;0,4748572;0,1740952;0,5067143;0,5377143;0,4215238;0,2516191;0,6658413;0,2065397;0,5542857;0,5377143;0,6102858;0,1885714;0,3274286;0,3889524;0,6338413;0,5474286;0,5817143;0,4156735;0,2173333
0,6914286;0,6788571;0,6726984;0,6726984;0,4009524;0,488381;0,5542857;0,5457143;0,364381;0,4748572;0,4114286;0,3041905;0,6619048;0,354127;0,6726984;0,4742857;0,3834286;0,5457143;0,6539683;0,6366349;0,5700952;0,3802857;0,561619;0,3883809;0,4748572;0,5315238;0,4002857;0,6344762;0,5570794;0,4742857;0,2459048;0,3940952;0,4023492;0,484;0,2782857;0,6550477;0,5428572;0,3251429;0,208;0,06571428;0,524;0,5554286;0,6539683;0,5771429;0,4432698;0,584;0,5915556;0,2167347;0,4069524;0,1171429;0,6102858;0,5377143;0,4495238;0,4488889;0,5428572;0,3077143;0,4939048;0,4815238;0,5377143;0,3711428;0,5382857;0,07028572;0,28;0,3071111;0,5428572;0,1740952;0,6550477;0,1708571;0,5377143;0,3855;0,5446349;0,3889524;0,5291429;0,3915555;0,5428572;0,5525714;0,5731429;0,4009524;0,528254;0,5695238;0,3374286;0,5995556;0,4736429;0,1737143;0,1171429;0,4112381;0,4645714;0,4215714;0,4142857;0,6438096;0,5474286;0,4742857;0,5554286;0,5542857;0,6885715;0,08171429;0,2489297;0,5817143;0,5514286;0,6914286
0,6914286;0,6914286;0,6885715;0,6788571;0,6788571;0,4056191;0,2018775;0,2820317;0,4009524;0,4265714;0,4112381;0,5915556;0,4725714;0,4742857;0,6598095;0,4714286;0,6726984;0,5915556;0,3943674;0,5474286;0,536;0,3866667;0,422;0,5457143;0,5868571;0,216254;0,5525079;0,5731429;0,1965079;0,3041905;0,6176984;0,544;0,6726984;0,2207619;0,2985714;0,3740952;0,366;0,2687619;0,3071429;0,561619;0,2782857;0,6619048;0,652508;0,4645714;0,5474286;0,5700952;0,5245714;0,3697143;0,3705714;0,4085714;0,6126984;0,524;0,584;0,5377143;0,2531429;0,4114286;0,6344762;0,5554286;0,4746667;0,5445715;0,4834286;0,6885715;0,4742857;0,3832381;0,5428572;0,561619;0,1542857;0,2148571;0,3178571;0,4495238;0,3957007;0,3234286;0,3608571;0,4220953;0,4897143;0,6092064;0,2465714;0,5297778;0,276;0,204;0,348;0,3145714;0,5428572;0,6788571;0,3796191;0,6394921;0,4645714;0,3088571;0,584;0,4935238;0,4408571;0,5937143;0,5819048;0,472;0,4748572;0,5554286;0,6438096;0,1051429;0,3965714;0,5291429
